2015121303,NE,dk,3500,2015,14
2015121000,ARI,dk,3500,2015,14
2015121313,SEA,dk,3500,2015,14
2015121311,DEN,dk,3400,2015,14
2015121307,CAR,dk,3400,2015,14
2015121302,CIN,dk,3300,2015,14
2015121312,GB,dk,3200,2015,14
2015121305,KC,dk,3200,2015,14
2015121301,NYJ,dk,3200,2015,14
2015121300,BUF,dk,2800,2015,14
2015121309,STL,dk,2800,2015,14
2015121309,DET,dk,2700,2015,14
2015121310,CLE,dk,2600,2015,14
2015121400,MIA,dk,2600,2015,14
2015121302,PIT,dk,2600,2015,14
2015121306,WAS,dk,2600,2015,14
2015121307,ATL,dk,2500,2015,14
2015121306,CHI,dk,2500,2015,14
2015121400,NYG,dk,2500,2015,14
2015121300,PHI,dk,2500,2015,14
2015121301,TEN,dk,2300,2015,14
2015121304,IND,dk,2300,2015,14
2015121311,OAK,dk,2300,2015,14
2015121000,MIN,dk,2300,2015,14
2015121304,JAC,dk,2300,2015,14
2015121313,BAL,dk,2300,2015,14
2015121303,HOU,dk,2200,2015,14
2015121308,TB,dk,2200,2015,14
2015121312,DAL,dk,2100,2015,14
2015121308,NO,dk,2100,2015,14
2015121305,SD,dk,2100,2015,14
2015121310,SF,dk,2100,2015,14
2015121311,DEN,fd,5400,2015,14
2015121313,SEA,fd,5300,2015,14
2015121000,ARI,fd,5100,2015,14
2015121307,CAR,fd,5000,2015,14
2015121303,NE,fd,4900,2015,14
2015121302,CIN,fd,4900,2015,14
2015121301,NYJ,fd,4800,2015,14
2015121305,KC,fd,4800,2015,14
2015121312,GB,fd,4800,2015,14
2015121309,DET,fd,4700,2015,14
2015121300,PHI,fd,4600,2015,14
2015121300,BUF,fd,4600,2015,14
2015121400,NYG,fd,4600,2015,14
2015121400,MIA,fd,4600,2015,14
2015121309,STL,fd,4600,2015,14
2015121306,WAS,fd,4500,2015,14
2015121303,HOU,fd,4500,2015,14
2015121306,CHI,fd,4500,2015,14
2015121302,PIT,fd,4400,2015,14
2015121000,MIN,fd,4400,2015,14
2015121310,SF,fd,4300,2015,14
2015121308,TB,fd,4300,2015,14
2015121304,JAC,fd,4300,2015,14
2015121307,ATL,fd,4300,2015,14
2015121311,OAK,fd,4300,2015,14
2015121304,IND,fd,4300,2015,14
2015121310,CLE,fd,4300,2015,14
2015121301,TEN,fd,4200,2015,14
2015121305,SD,fd,4100,2015,14
2015121313,BAL,fd,4100,2015,14
2015121308,NO,fd,4000,2015,14
2015121312,DAL,fd,4000,2015,14
