2015122008,SEA,DK,4200,2015,15
2015122001,ARI,DK,3900,2015,15
2015122006,KC,DK,3700,2015,15
2015122005,NE,DK,3700,2015,15
2015122012,CIN,DK,3400,2015,15
2015122010,DEN,DK,3400,2015,15
2015121900,NYJ,DK,3300,2015,15
2015122000,CAR,DK,3300,2015,15
2015122009,GB,DK,3000,2015,15
2015122007,BUF,DK,2800,2015,15
2015122011,MIA,DK,2800,2015,15
2015122100,DET,DK,2700,2015,15
2015121700,STL,DK,2700,2015,15
2015122010,PIT,DK,2700,2015,15
2015121700,TB,DK,2600,2015,15
2015122003,ATL,DK,2500,2015,15
2015122004,HOU,DK,2500,2015,15
2015122002,MIN,DK,2500,2015,15
2015122002,CHI,DK,2400,2015,15
2015122008,CLE,DK,2400,2015,15
2015122003,JAC,DK,2400,2015,15
2015122007,WAS,DK,2300,2015,15
2015122000,NYG,DK,2200,2015,15
2015122001,PHI,DK,2200,2015,15
2015122011,SD,DK,2200,2015,15
2015121900,DAL,DK,2100,2015,15
2015122012,SF,DK,2100,2015,15
2015122005,TEN,DK,2000,2015,15
2015122004,IND,DK,2000,2015,15
2015122009,OAK,DK,2000,2015,15
2015122100,NO,DK,2000,2015,15
2015122006,BAL,DK,2000,2015,15
2015122008,SEA,FD,5400,2015,15
2015122001,ARI,FD,5200,2015,15
2015122006,KC,FD,5200,2015,15
2015122000,CAR,FD,5100,2015,15
2015122005,NE,FD,5000,2015,15
2015122010,DEN,FD,5000,2015,15
2015121900,NYJ,FD,4900,2015,15
2015122012,CIN,FD,4900,2015,15
2015122004,HOU,FD,4800,2015,15
2015122009,GB,FD,4800,2015,15
2015122011,MIA,FD,4700,2015,15
2015121700,STL,FD,4700,2015,15
2015122010,PIT,FD,4600,2015,15
2015122002,MIN,FD,4600,2015,15
2015122001,PHI,FD,4500,2015,15
2015121700,TB,FD,4500,2015,15
2015122007,BUF,FD,4500,2015,15
2015122100,DET,FD,4500,2015,15
2015122012,SF,FD,4400,2015,15
2015122007,WAS,FD,4400,2015,15
2015122003,JAC,FD,4400,2015,15
2015122003,ATL,FD,4400,2015,15
2015122002,CHI,FD,4400,2015,15
2015122011,SD,FD,4300,2015,15
2015122006,BAL,FD,4200,2015,15
2015122000,NYG,FD,4200,2015,15
2015122100,NO,FD,4100,2015,15
2015122009,OAK,FD,4100,2015,15
2015122004,IND,FD,4100,2015,15
2015122008,CLE,FD,4100,2015,15
2015121900,DAL,FD,4100,2015,15
2015122005,TEN,FD,4000,2015,15
