2015121400,00-0031235,DK,9100,2015,14
2015121302,00-0027793,DK,8900,2015,14
2015121307,00-0027944,DK,8900,2015,14
2015121303,00-0030564,DK,8500,2015,14
2015121304,00-0031428,DK,8000,2015,14
2015121302,00-0027942,DK,7900,2015,14
2015121303,00-0019596,DK,7800,2015,14
2015121303,00-0027656,DK,7700,2015,14
2015121307,00-0031285,DK,7700,2015,14
2015121301,00-0024334,DK,7600,2015,14
2015121303,00-0027150,DK,7500,2015,14
2015121307,00-0027939,DK,7500,2015,14
2015121000,00-0022921,DK,7400,2015,14
2015121309,00-0025389,DK,7400,2015,14
2015121308,00-0031408,DK,7200,2015,14
2015121312,00-0023459,DK,7000,2015,14
2015121307,00-0025418,DK,6900,2015,14
2015121000,00-0025394,DK,6900,2015,14
2015121306,00-0029137,DK,6900,2015,14
2015121308,00-0020531,DK,6800,2015,14
2015121302,00-0022924,DK,6800,2015,14
2015121306,00-0026184,DK,6800,2015,14
2015121311,00-0027874,DK,6800,2015,14
2015121312,00-0027902,DK,6800,2015,14
2015121309,00-0032241,DK,6800,2015,14
2015121302,00-0027973,DK,6600,2015,14
2015121000,00-0021429,DK,6500,2015,14
2015121304,00-0029668,DK,6500,2015,14
2015121301,00-0027690,DK,6400,2015,14
2015121313,00-0029263,DK,6300,2015,14
2015121312,00-0028002,DK,6300,2015,14
2015121400,00-0031382,DK,6300,2015,14
2015121308,00-0029613,DK,6200,2015,14
2015121308,00-0031236,DK,6200,2015,14
2015121311,00-0031544,DK,6200,2015,14
2015121307,00-0026143,DK,6100,2015,14
2015121400,00-0022803,DK,6100,2015,14
2015121300,00-0027029,DK,6100,2015,14
2015121308,00-0027966,DK,6100,2015,14
2015121300,00-0031325,DK,6100,2015,14
2015121302,00-0024242,DK,6000,2015,14
2015121305,00-0022942,DK,6000,2015,14
2015121313,00-0025399,DK,6000,2015,14
2015121304,00-0031407,DK,6000,2015,14
2015121311,00-0027685,DK,5900,2015,14
2015121311,00-0026986,DK,5900,2015,14
2015121304,00-0029608,DK,5900,2015,14
2015121311,00-0010346,DK,5800,2015,14
2015121307,00-0026153,DK,5800,2015,14
2015121309,00-0026498,DK,5800,2015,14
2015121313,00-0031897,DK,5800,2015,14
2015121400,00-0029615,DK,5700,2015,14
2015121302,00-0031373,DK,5700,2015,14
